Card ID,Non-Foil,Foil,Hyperspace,F-Hyperspace,Playset,Total,Tradeable,Missing,Rarity,Unique,Aspect(s),Unnamed: 12,Card Name,Cost,Power,HP,Arena,Keyword(s),Type(s),Trait(s),Restricted,Banned,Errata,SET NAME,SPARK OF REBELLION,Source_Sheet,Pilot HP,Legends of the Force
245,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Armored Saber Tank,6.0,5.0,5.0,Ground,Sentinel,Unit,"Republic, Vehicle, Tank",nan,nan,nan,nan,nan,TWL,,
246,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,Tranquility,7.0,7.0,6.0,Space,nan,Unit,"Republic, Vehicle, Capital Ship",nan,nan,nan,nan,nan,TWL,,
247,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,AT-TE Vanguard,8.0,6.0,9.0,Ground,Restore 3,Unit,"Republic, Vehicle, Walker",nan,nan,nan,nan,nan,TWL,,
248,nan,nan,nan,nan,nan,0,NO,3,S,nan,Heroism,nan,Ahsoka's Padawan Lightsaber,1.0,nan,nan,nan,nan,Upgrade,"Item, Weapon, Lightsaber",nan,nan,nan,nan,nan,TWL,,
249,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Heroes on Both Sides,2.0,nan,nan,nan,Saboteur,Event,"Republic, Separatist",nan,nan,nan,nan,nan,TWL,,
250,nan,nan,nan,nan,nan,0,NO,3,U,nan,Heroism,nan,Sword and Shield Maneuver,2.0,nan,nan,nan,"Raid 1, Sentinel",Event,"Jedi, Republic, Tactic",nan,nan,nan,nan,nan,TWL,,
251,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Drop In,4.0,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,TWL,,
252,nan,nan,nan,nan,nan,0,NO,3,C,nan,nan,nan,Aggrieved Parliamentarian,2.0,2.0,2.0,Ground,nan,Unit,"Separatist, Official",nan,nan,nan,nan,nan,TWL,,
253,nan,nan,nan,nan,nan,0,NO,0,C,nan,nan,nan,Headhunter Squadron,2.0,1.0,4.0,Space,nan,Unit,"Republic, Vehicle, Fighter",nan,nan,nan,nan,nan,TWL,,
254,nan,nan,nan,nan,nan,0,NO,0,C,nan,nan,nan,Volunteer Soldier,3.0,2.0,3.0,Ground,Raid 1,Unit,Trooper,nan,nan,nan,nan,nan,TWL,,
255,nan,nan,nan,nan,nan,0,NO,1,R,nan,nan,nan,Brain Invaders,4.0,2.0,4.0,Ground,nan,Unit,Fringe,nan,nan,nan,nan,nan,TWL,,
256,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Hold-Out Blaster,1.0,1.0,nan,nan,nan,Upgrade,"Item, Weapon",nan,nan,nan,nan,nan,TWL,,
257,nan,nan,nan,nan,nan,0,NO,1,U,nan,nan,nan,Private Manufacturing,2.0,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,TWL,,
Token,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Battle Droid,0.0,1.0,1.0,Ground,nan,Token Unit,"Separatist, Droid, Trooper",nan,nan,nan,nan,nan,TWL,,
Token,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Clone Trooper,0.0,2.0,2.0,Ground,nan,Token Unit,"Republic, Clone, Trooper",nan,nan,nan,nan,nan,TWL,,
001,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Villainy,Asajj Ventress,6.0,4.0,6.0,Ground,Grit,"Leader,Leader Unit","Force, Night, Bounty Hunter, Pilot",nan,nan,nan,Highlight Missing Cards,False,JTL,"+3,+4",
002,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Villainy,Grand Admiral Thrawn,6.0,4.0,7.0,Ground,nan,"Leader,Leader Unit","Imperial, Official",nan,nan,nan,"C = Common
U = Uncommon
R = Rare ","S = Special
L = Legendary",JTL,0,
003,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Heroism,Lando Calrissian,7.0,5.0,7.0,Ground,Sentinel,"Leader,Leader Unit","Rebel, Official, Pilot",nan,nan,nan,"H = Hyperspace
SC = Showcase",nan,JTL,"+5,+5",
004,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Heroism,Rose Tico,5.0,4.0,6.0,Ground,nan,"Leader,Leader Unit",Resistance,nan,nan,nan,Cards needed for a Playset,712,JTL,0,
005,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Villainy,Admiral Piett,5.0,2.0,7.0,Ground,nan,"Leader,Leader Unit","Imperial, Official",nan,nan,nan,"(Only 1x of Leaders, Base, and SCs)",nan,JTL,0,
006,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Villainy,Darth Vader,6.0,5.0,6.0,Ground,nan,"Leader,Leader Unit","Force, Imperial, Sith, Pilot",nan,nan,nan,Total Numbers of cards:,Cards to Complete Set,JTL,"+5,+5",
007,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Heroism,Admiral Holdo,6.0,3.0,8.0,Ground,nan,"Leader,Leader Unit","Resistance, Official",nan,nan,nan,0,6,JTL,0,
008,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Heroism,Wedge Antilles,5.0,3.0,6.0,Ground,Piloting,"Leader,Leader Unit","Rebel, Pilot",nan,nan,nan,Short of Playsets,Percentage Complete:,JTL,"+3,+4",
009,nan,nan,nan,nan,nan,0,NO,1,S,nan,Aggression,Villainy,Boba Fett,6.0,4.0,7.0,Ground,nan,"Leader,Leader Unit","Underworld, Bounty Hunter, Pilot",nan,nan,nan,706,0.008426966292,JTL,"+4,+4",
010,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Villainy,Captain Phasma,5.0,4.0,6.0,Ground,nan,"Leader,Leader Unit","First Order, Trooper",nan,nan,nan,nan,nan,JTL,0,
011,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Villainy,Major Vonreg,4.0,2.0,5.0,Ground,nan,"Leader,Leader Unit","First Order, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+3",
012,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Heroism,Luke Skywalker,6.0,5.0,6.0,Ground,nan,"Leader,Leader Unit","Force, Rebel, Pilot",nan,nan,nan,nan,nan,JTL,"+4,+5",
013,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Heroism,Poe Dameron,5.0,4.0,6.0,Ground,nan,"Leader,Leader Unit","Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+1",
014,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Villainy,Admiral Trench,6.0,4.0,5.0,Ground,nan,"Leader,Leader Unit","Separatist, Official",nan,nan,nan,nan,nan,JTL,0,
015,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Villainy,Rio Durant,5.0,3.0,5.0,Ground,Saboteur,"Leader,Leader Unit","Underworld, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+5",
016,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Heroism,Admiral Ackbar,6.0,3.0,8.0,Ground,nan,"Leader,Leader Unit","Rebel, Official",nan,nan,nan,nan,nan,JTL,0,
017,nan,nan,nan,nan,nan,0,NO,1,S,nan,Cunning,Heroism,Han Solo,5.0,3.0,7.0,Ground,nan,"Leader,Leader Unit","Rebel, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+4",
018,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Heroism,Kazuda Xiono,4.0,2.0,5.0,Ground,nan,"Leader,Leader Unit","Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+3",
019,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,City in the Clouds,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
020,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,Shield Generator Complex,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
021,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,nan,Colossus,nan,nan,35.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
022,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,nan,Resistance Headquarters,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
023,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,nan,Theed Palace,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
024,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,nan,Data Vault,nan,nan,33.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
025,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,nan,Thermal Oscillator,nan,nan,27.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
026,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,nan,Massassi Temple,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
027,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,nan,Nadiri Dockyards,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
028,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,nan,Nabat Village,nan,nan,27.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
029,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,nan,Chopper Base,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
030,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,nan,Mos Eisley,nan,nan,30.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
031,nan,nan,nan,nan,nan,0,NO,1,R,nan,nan,nan,Lake Country,nan,nan,34.0,Base,nan,Base,nan,nan,nan,nan,nan,nan,JTL,nan,
032,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Director Krennic,2.0,2.0,2.0,Ground,Shielded,Unit,"Imperial, Official",nan,nan,nan,nan,nan,JTL,nan,
033,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Villainy,Onyx Squadron Brute,2.0,2.0,3.0,Space,nan,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
034,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Villainy,Interceptor Ace,3.0,2.0,3.0,Ground,"Grit, Piloting",Unit,"Imperial, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+3",
035,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Tam Ryvora,3.0,2.0,5.0,Ground,Piloting,Unit,"First Order, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+2",
036,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Iden Versio,4.0,4.0,3.0,Ground,"Shielded, Piloting",Unit,"Imperial, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+3",
037,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Banshee,5.0,4.0,5.0,Space,nan,Unit,"Separatist, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
038,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,Corvus,5.0,4.0,5.0,Space,Restore,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
039,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Chimaera,6.0,5.0,6.0,Space,nan,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
040,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Villainy,Fleet Interdictor,7.0,6.0,6.0,Space,Sentinel,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
041,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Villainy,Annihilator,11.0,12.0,12.0,Space,nan,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
042,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Villainy,Power from Pain,nan,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
043,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Villainy,"No Glory, Only Results",nan,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
044,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,Echo Base Engineer,2.0,2.0,3.0,Ground,nan,Unit,Rebel,nan,nan,nan,nan,nan,JTL,nan,
045,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Hera Syndulla,2.0,2.0,3.0,Ground,"Restore, Piloting",Unit,"Rebel, Twi'lek, Spectre, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+3",
046,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Paige Tico,2.0,3.0,2.0,Ground,Piloting,Unit,"Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+2",
047,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Admiral Yularen,3.0,1.0,5.0,Ground,"Grit, Restore, Sentinel, Shielded",nan,"Republic, Official",nan,nan,nan,nan,nan,JTL,nan,
048,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Cassian Andor,3.0,3.0,4.0,Ground,Piloting,Unit,"Rebel, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+3",
049,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,L3-37,3.0,3.0,3.0,Ground,Piloting,Unit,"Underworld, Droid, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+3",
050,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,Heroism,Phantom II,3.0,3.0,3.0,Space,Grit,Unit,"Rebel, Vehicle, Transport, Spectre",nan,nan,nan,nan,nan,JTL,nan,
051,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,Red Squadron X-Wing,3.0,3.0,4.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
052,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,Heroism,D'Qar Cargo Frigate,5.0,6.0,7.0,Space,nan,Unit,"Resistance, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
053,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Heroism,The Ghost,5.0,5.0,6.0,Space,Sentinel,Unit,"Rebel, Vehicle, Transport, Spectre",nan,nan,nan,nan,nan,JTL,nan,
054,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,Gold Leader,6.0,5.0,5.0,Space,Shielded,Unit,"Rebel, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
055,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,Heroism,"You're All Clear, Kid",2.0,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,JTL,nan,
056,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,Vigilance,Hondo Ohnaka,4.0,3.0,5.0,Ground,Shielded,Unit,Underworld,nan,nan,nan,nan,nan,JTL,nan,
057,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Astromech Pilot,1.0,1.0,3.0,nan,Piloting,Unit,"Droid, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+3",
058,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Academy Graduate,2.0,1.0,2.0,nan,"Sentinel, Piloting",Unit,"Imperial, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+2",
059,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,nan,Corporate Defense Shuttle,2.0,3.0,5.0,Space,nan,Unit,"Separatist, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
060,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Desperate Commando,2.0,2.0,2.0,Ground,nan,Unit,"Resistance, Trooper",nan,nan,nan,nan,nan,JTL,nan,
061,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Royal Security Fighter,2.0,2.0,2.0,Space,Grit,Unit,"Naboo, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
062,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Silver Angel,2.0,2.0,3.0,Space,nan,Unit,"Fringe, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
063,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Landing Shuttle,3.0,2.0,4.0,Space,nan,Unit,"Imperial, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
064,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Omicron Strike Craft,3.0,2.0,3.0,Space,Sentinel,Unit,"Republic, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
065,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Outer Rim Outlaws,3.0,3.0,3.0,Space,Shielded,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,JTL,nan,
066,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Trace Martez,3.0,2.0,5.0,Ground,Piloting,Unit,"Fringe, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+2",
067,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Cloaked StarViper,4.0,3.0,2.0,Space,nan,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
068,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Perimeter AT-RT,4.0,3.0,5.0,Ground,Sentinel,Unit,"Republic, Vehicle, Walker",nan,nan,nan,nan,nan,JTL,nan,
069,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Munificent Frigate,5.0,4.0,7.0,Space,nan,Unit,"Separatist, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
070,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,U-Wing Lander,5.0,2.0,2.0,Space,nan,Unit,"Rebel, Vehicle, Transport",nan,nan,nan,nan,nan,JTL,nan,
071,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,CR90 Relief Runner,6.0,4.0,6.0,Space,Restore,Unit,"Rebel, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
072,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Wing Guard Security Team,6.0,4.0,6.0,Ground,Sentinel,Unit,"Fringe, Trooper",nan,nan,nan,nan,nan,JTL,nan,
073,nan,nan,nan,nan,nan,0,NO,3,U,nan,Vigilance,nan,Grim Valor,1.0,1.0,1.0,nan,nan,Upgrade,Innate,nan,nan,nan,nan,nan,JTL,nan,
074,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,nan,Close the Shield Gate,1.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
075,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Repair,1.0,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,JTL,nan,
076,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Covering the Wing,2.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
077,nan,nan,nan,nan,nan,0,NO,3,R,nan,Vigilance,nan,In the Heat of Battle,2.0,nan,nan,nan,"Sentinel, Saboteur",Event,Disaster,nan,nan,nan,nan,nan,JTL,nan,
078,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Direct Hit,4.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
079,nan,nan,nan,nan,nan,0,NO,3,C,nan,Vigilance,nan,Out the Airlock,5.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
080,nan,nan,nan,nan,nan,0,NO,3,L,nan,Vigilance,nan,Nebula Ignition,9.0,nan,nan,nan,nan,Event,Disaster,nan,nan,nan,nan,nan,JTL,nan,
081,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Villainy,First Order TIE Fighter,1.0,2.0,1.0,Space,Raid 1,Unit,"First Order, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
082,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Villainy,Kijimi Patrollers,2.0,1.0,1.0,Space,nan,Unit,"First Order, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
083,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Villainy,Pantoran Starship Thief,2.0,2.0,2.0,Ground,nan,Unit,"Underworld, Pilot",nan,nan,nan,nan,nan,JTL,"+0,+0",
084,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Villainy,Wingman Victor Two,2.0,3.0,2.0,Ground,Piloting,Unit,"Imperial, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+1",
085,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Villainy,Victor Leader,3.0,2.0,4.0,Space,nan,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
086,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Villainy,Wingman Victor Three,3.0,4.0,3.0,Ground,Piloting,Unit,"Imperial, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+1",
087,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Villainy,TIE Ambush Squadron,4.0,2.0,3.0,Space,Ambush,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
088,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Villainy,Captain Phasma,5.0,5.0,6.0,Ground,nan,Unit,"First Order, Trooper",nan,nan,nan,nan,nan,JTL,nan,
089,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Villainy,The Invisible Hand,6.0,6.0,6.0,Space,nan,Unit,"Separatist, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
090,nan,nan,nan,nan,nan,0,NO,3,L,nan,Command,Villainy,Executor,11.0,12.0,12.0,Space,Overwhelm,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
091,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Villainy,Apology Accepted,1.0,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,JTL,nan,
092,nan,nan,nan,nan,nan,0,NO,3,L,nan,Command,Villainy,Scramble Fighters,7.0,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,JTL,nan,
093,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Heroism,Nien Nunb,1.0,1.0,2.0,Ground,Piloting,Unit,"Rebel, Pilot",nan,nan,nan,nan,nan,JTL,"+1,+2",
094,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Heroism,Luke Skywalker,2.0,3.0,2.0,Ground,Piloting,Unit,"Force, Rebel, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+2",
095,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Heroism,Phoenix Squadron A-Wing,2.0,3.0,2.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
096,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Heroism,Blue Leader,3.0,3.0,3.0,Space,Ambush,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
097,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Heroism,Leia Organa,3.0,3.0,4.0,Ground,Restore 1,Unit,"Rebel, Official",nan,nan,nan,nan,nan,JTL,nan,
098,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Heroism,Snap Wexley,3.0,2.0,5.0,Ground,Piloting,Unit,"Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+2",
099,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Heroism,Veteran Fleet Officer,3.0,2.0,1.0,Ground,nan,Unit,Resistance,nan,nan,nan,nan,nan,JTL,nan,
100,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Heroism,Poe Dameron,4.0,3.0,3.0,Ground,Piloting,Unit,"Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+3",
101,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,Heroism,Red Leader,4.0,3.0,4.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
102,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,Heroism,Resistance Blue Squadron,4.0,3.0,4.0,Space,nan,Unit,"Resistance, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
103,nan,nan,nan,nan,nan,0,NO,3,S,nan,Command,Heroism,Chewbacca,5.0,5.0,6.0,Ground,Piloting,Unit,"Rebel, Wookiee, Pilot",nan,nan,nan,nan,nan,JTL,"+3,+3",
104,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,Heroism,Raddus,7.0,8.0,6.0,Space,Sentinel,Unit,"Resistance, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
105,nan,nan,nan,nan,nan,0,NO,3,L,nan,Command,Heroism,The Starhawk,9.0,6.0,9.0,Space,Ambush,Unit,"New Republic, Vehicle, Capital Ship",nan,nan,nan,nan,nan,JTL,nan,
106,nan,nan,nan,nan,nan,0,NO,3,L,nan,Command,Command,Unity of Purpose,6.0,nan,nan,nan,nan,Event ,Plan,nan,nan,nan,nan,nan,JTL,nan,
107,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Bunker Defender,1.0,2.0,1.0,Ground,Sentinel,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,JTL,nan,
108,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Clone Pilot,2.0,2.0,2.0,Ground,Piloting,Unit,"Republic, Clone, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+2",
109,nan,nan,nan,nan,nan,0,NO,3,U,nan,Command,nan,Jarek Yeager,2.0,2.0,3.0,Ground,"Piloting, Sentinel",Unit,"Resistance, Pilot",nan,nan,nan,nan,nan,JTL,"+2,+2",
110,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Scouting Headhunter,2.0,2.0,1.0,Space,Sentinel,Unit,"Fringe, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
111,nan,nan,nan,nan,nan,0,NO,3,R,nan,Command,nan,Seasoned Fleet Admiral,2.0,1.0,4.0,Ground,Raid 1,Unit,"Rebel, Twi'lek, Official",nan,nan,nan,nan,nan,JTL,nan,
112,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Eager Escort Fighter,3.0,4.0,1.0,Space,Ambush,Unit,"New Republic, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
113,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Homestead Militia,3.0,3.0,4.0,Ground,Sentinel,Unit,"Fringe, Trooper",nan,nan,nan,nan,nan,JTL,nan,
114,nan,nan,nan,nan,nan,0,NO,3,C,nan,Command,nan,Adept ARC-170,4.0,3.0,4.0,Space,Restore 2,Unit,"Republic, Vehicle, Fighter",nan,nan,nan,nan,nan,JTL,nan,
